_id,ltable_reviewid,rtable_id,title_title_jac_qgm_3_qgm_3,title_title_cos_dlm_dc0_dlm_dc0,title_title_jac_dlm_dc0_dlm_dc0,title_title_mel,title_title_lev_dist,title_title_lev_sim,title_title_nmw,title_title_sw,artist_artist_jac_qgm_3_qgm_3,artist_artist_cos_dlm_dc0_dlm_dc0,artist_artist_jac_dlm_dc0_dlm_dc0,artist_artist_mel,artist_artist_lev_dist,artist_artist_lev_sim,artist_artist_nmw,artist_artist_sw,label
502681,17202,469664,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.26666666666666666,0.5773502691896258,0.3333333333333333,0.8470588235294118,13.0,0.23529411764705888,-9.0,4.0,1
61453,18256,581125,1.0,1.0,1.0,1.0,0.0,1.0,24.0,24.0,0.8235294117647058,0.8164965809277259,0.6666666666666666,0.896,13.0,0.48,-1.0,12.0,1
329038,9981,1092794,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.0,0.0,0.0,0.46902356902356895,28.0,0.1515151515151515,-19.0,2.0,0
205945,6122,6636,1.0,1.0,1.0,1.0,0.0,1.0,22.0,22.0,0.7857142857142857,0.0,0.0,0.8947368421052632,10.0,0.4736842105263158,-1.0,9.0,1
602916,20273,810906,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.35294117647058826,0.5773502691896258,0.3333333333333333,0.8571428571428571,15.0,0.2857142857142857,-9.0,6.0,1
533479,10494,344292,1.0,1.0,1.0,1.0,0.0,1.0,24.0,24.0,0.8333333333333334,0.8164965809277259,0.6666666666666666,0.8962962962962963,14.0,0.4814814814814815,-1.0,13.0,1
569993,3826,83784,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.8636363636363636,0.8660254037844387,0.75,0.8971428571428571,18.0,0.48571428571428577,-1.0,17.0,1
676037,3577,129135,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.4560683760683761,22.0,0.12,-9.0,2.0,0
20107,10555,114447,1.0,1.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,1
324279,7380,114484,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.7,0.0,0.0,0.890909090909091,6.0,0.4545454545454546,-1.0,5.0,1
336699,2580,153706,1.0,1.0,1.0,1.0,0.0,1.0,24.0,24.0,0.8235294117647058,0.8164965809277259,0.6666666666666666,0.896,13.0,0.48,-1.0,12.0,1
163092,10012,71362,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.8235294117647058,0.8164965809277259,0.6666666666666666,0.896,13.0,0.48,-1.0,12.0,1
65905,17056,476281,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.9166666666666666,0.9128709291752769,0.8333333333333334,0.8984126984126984,32.0,0.4920634920634921,-1.0,31.0,1
665216,13223,292356,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.7692307692307693,0.0,0.0,0.8941176470588236,9.0,0.47058823529411764,-1.0,8.0,1
96413,4350,283737,1.0,1.0,1.0,1.0,0.0,1.0,23.0,23.0,0.0,0.0,0.0,0.423015873015873,17.0,0.19047619047619047,-2.0,2.0,0
660302,5144,2921,1.0,1.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,1
664200,12700,114336,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.7,0.0,0.0,0.890909090909091,6.0,0.4545454545454546,-1.0,5.0,1
230271,18161,571902,1.0,1.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1
658898,21199,1005730,1.0,1.0,1.0,1.0,0.0,1.0,23.0,23.0,0.07407407407407407,0.0,0.0,0.43253968253968256,17.0,0.19047619047619047,-13.0,4.0,1
211707,9238,7785,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.038461538461538464,0.0,0.0,0.5874999999999999,21.0,0.16000000000000003,-13.0,2.0,0
234469,11508,525889,1.0,1.0,1.0,1.0,0.0,1.0,29.0,29.0,0.03773584905660377,0.2182178902359924,0.1111111111111111,0.5729610684853652,40.0,0.21568627450980393,-17.0,5.0,0
462600,17790,215410,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0,0.3900543900543901,11.0,0.15384615384615385,0.0,1.0,0
165604,11925,155322,1.0,1.0,1.0,1.0,0.0,1.0,20.0,20.0,0.8333333333333334,0.8164965809277259,0.6666666666666666,0.8962962962962963,14.0,0.4814814814814815,-1.0,13.0,1
380149,10901,261616,1.0,1.0,1.0,1.0,0.0,1.0,35.0,35.0,0.8125,0.8164965809277259,0.6666666666666666,0.8956521739130435,12.0,0.4782608695652174,-1.0,11.0,1
470539,8329,32791,1.0,1.0,1.0,1.0,0.0,1.0,31.0,31.0,0.5714285714285714,0.0,0.0,0.84,3.0,0.4,-1.0,2.0,1
294255,10783,759779,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.0,0.0,0.0,0.5372294372294372,12.0,0.1428571428571429,-1.0,2.0,0
253129,12703,23204,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,44.0,44.0,1
129470,1503,594435,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.5126984126984128,17.0,0.19047619047619047,-7.0,2.0,0
531747,7606,1071053,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.0,0.0,0.0,0.4628879892037787,18.0,0.052631578947368474,-5.0,1.0,0
84733,21216,965423,1.0,1.0,1.0,1.0,0.0,1.0,25.0,25.0,0.35714285714285715,0.7071067811865475,0.5,0.9,5.0,0.5,0.0,5.0,1
304304,16902,460634,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.8928571428571429,0.8944271909999159,0.8,0.897872340425532,24.0,0.4893617021276596,-1.0,23.0,1
55057,15264,399733,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.8,0.8164965809277259,0.6666666666666666,0.8952380952380953,11.0,0.47619047619047616,-1.0,10.0,1
673535,18177,572832,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.3125,0.5773502691896258,0.3333333333333333,0.8526315789473684,14.0,0.26315789473684215,-9.0,5.0,1
348648,13430,339784,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.06451612903225806,0.0,0.0,0.5367790811339198,23.0,0.25806451612903225,-12.0,2.0,0
358365,11577,228637,1.0,1.0,1.0,1.0,0.0,1.0,27.0,27.0,0.8421052631578947,0.8164965809277259,0.6666666666666666,0.896551724137931,15.0,0.48275862068965514,-1.0,14.0,1
573655,3599,107438,1.0,1.0,1.0,1.0,0.0,1.0,29.0,29.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1
510240,1970,206191,1.0,1.0,1.0,1.0,0.0,1.0,53.0,53.0,0.38095238095238093,0.0,0.0,0.8933333333333334,5.0,0.6666666666666667,9.0,9.0,1
622851,16236,423921,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.42454545454545456,23.0,0.07999999999999996,-12.0,2.0,0
22756,9002,508574,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.5404761904761904,13.0,0.1333333333333333,-1.0,1.0,0
502841,19358,258685,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.3670634920634921,19.0,0.09523809523809523,-5.0,2.0,0
542129,4318,108447,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.8125,0.8164965809277259,0.6666666666666666,0.8962962962962963,14.0,0.4814814814814815,-1.0,13.0,1
